MonthYear,Actor1CountryCode,Events
201705   ,VEN              ,39928
201606   ,JPN              ,49642
201606   ,AGO              ,4234
201706   ,SCN              ,19
201606   ,LBR              ,4989
201606   ,MNG              ,2774
201510   ,IRQ              ,52672
201610   ,TMP              ,590
201610   ,LIE              ,267
201609   ,SLV              ,2518
201609   ,COK              ,350
201609   ,EAF              ,250
201509   ,UKR              ,86217
201509   ,SWZ              ,790
201603   ,LUX              ,2641
201607   ,VUT              ,507
201612   ,KEN              ,15929
201512   ,POL              ,22854
201612   ,TUV              ,81
201512   ,WST              ,10569
201709   ,NLD              ,18053
201709   ,PGS              ,400
201709   ,TUV              ,238
201805   ,DEU              ,96205
201804   ,GBR              ,213026
201805   ,AZE              ,10635
201805   ,CAS              ,209
201804   ,LKA              ,8181
201711   ,HUN              ,10614
201711   ,NMR              ,4521
201711   ,GNQ              ,540
201711   ,MOZ              ,2070
201711   ,TMP              ,457
201711   ,TKM              ,2137
201801   ,CAN              ,89652
201801   ,CUB              ,10084
201801   ,ERI              ,2229
201712   ,GNQ              ,321
201801   ,PLW              ,541
201712   ,CAN              ,74484
201712   ,LBN              ,23725
201804   ,AFG              ,24679
201804   ,FIN              ,8775
201712   ,BOL              ,6862
201803   ,USA              ,1132337
201803   ,EGY              ,54099
201803   ,IRQ              ,29109
201803   ,SRB              ,17009
201802   ,LAO              ,1196
201802   ,GMB              ,2462
201710   ,CAS              ,145
201601   ,SWE              ,26644
201601   ,AUT              ,14357
201601   ,OMN              ,5657
201504   ,SAF              ,546
201505   ,ITA              ,51026
201504   ,MEX              ,33510
201506   ,IRN              ,62311
201507   ,BMU              ,1435
201503   ,ATG              ,736
201506   ,TUN              ,19543
201503   ,AGO              ,3130
201503   ,BRA              ,26035
201508   ,BRB              ,1252
201504   ,BGD              ,18015
201502   ,MMR              ,2693
201605   ,KHM              ,6147
201507   ,CIV              ,2563
201503   ,GRD              ,1056
201509   ,GMB              ,1923
201503   ,HUN              ,7435
201505   ,GNB              ,586
201503   ,GUY              ,3340
201505   ,HTI              ,4052
201503   ,RWA              ,3661
201509   ,KIR              ,631
201502   ,THA              ,4557
201605   ,MDA              ,5547
201506   ,SSD              ,4473
201508   ,TMP              ,762
201507   ,MHL              ,317
201502   ,SUR              ,87
201508   ,SCN              ,14
201501   ,TCD              ,73
201504   ,ABW              ,184
201501   ,MHL              ,2
201607   ,MAC              ,102
201806   ,NMR              ,5266
201610   ,WLF              ,2
201807   ,RUS              ,204058
201807   ,DZA              ,5929
201807   ,VCT              ,726
201807   ,MAR              ,8021
201807   ,ASA              ,246
201807   ,HTI              ,3531
201807   ,FSM              ,141
201807   ,MHL              ,197
201807   ,AIA              ,194
201906   ,                 ,3176003
202006   ,MWI              ,312
201906   ,ITA              ,46993
201809   ,ASA              ,667
201809   ,CPV              ,204
201808   ,ZMB              ,5600
201808   ,SOM              ,6413
201907   ,AFG              ,31834
201907   ,SAF              ,227
201812   ,KNA              ,584
201812   ,EGY              ,31667
201812   ,YEM              ,20009
201812   ,ISL              ,1808
201812   ,GNQ              ,238
201812   ,SWZ              ,244
201811   ,NLD              ,18089
201810   ,COL              ,16001
201810   ,DOM              ,2372
201810   ,CPV              ,192
201811   ,KEN              ,16985
201811   ,BRB              ,932
201811   ,TUV              ,44
201901   ,SLE              ,1326
201901   ,TUV              ,36
201903   ,SYR              ,49126
201902   ,AUS              ,60352
201902   ,CAF              ,1272
201902   ,SWZ              ,280
201911   ,VEN              ,13933
201911   ,LVA              ,3142
201911   ,GEO              ,34
201903   ,WSM              ,761
201903   ,SAM              ,13
201903   ,MDA              ,2729
201912   ,RWA              ,2861
201912   ,BRA              ,21634
201912   ,PAN              ,2580
201912   ,TTO              ,1464
201909   ,TCD              ,1694
201909   ,MWI              ,5163
201909   ,MAC              ,208
201908   ,CPV              ,190
201908   ,ERI              ,833
201906   ,MEA              ,919
202002   ,UKR              ,57591
202002   ,UZB              ,2838
202002   ,TGO              ,771
202002   ,GNB              ,339
202001   ,EUR              ,54452
201910   ,SAF              ,495
202001   ,HUN              ,4205
202003   ,SVK              ,3099
202003   ,LBN              ,10083
202004   ,MDV              ,6612
202004   ,NLD              ,12720
202004   ,LUX              ,1878
202003   ,BLR              ,7876
202003   ,MEX              ,32006
202003   ,CIV              ,1429
202003   ,CMR              ,2800
202003   ,PNG              ,976
201904   ,TUN              ,6197
201904   ,KHM              ,3266
201904   ,DJI              ,895
202002   ,IDN              ,29445
201903   ,DZA              ,14830
202002   ,DEU              ,65954
202005   ,MUS              ,1962
202005   ,TJK              ,1107
201905   ,EUR              ,83627
202005   ,MRT              ,555
202005   ,DMA              ,316
201905   ,CZE              ,6683
201905   ,LBN              ,11811
201905   ,CYP              ,6491
201610   ,FJI              ,3957
201610   ,VNM              ,22396
201611   ,SVK              ,5003
201610   ,GMB              ,2488
201610   ,ETH              ,11446
201611   ,FSM              ,119
201612   ,OMN              ,7415
201706   ,SDN              ,12688
201707   ,SDN              ,11058
201707   ,MDV              ,12311
201607   ,NZL              ,17346
201706   ,BLZ              ,2287
201707   ,VUT              ,336
201708   ,CYP              ,4262
201708   ,SLV              ,2578
201608   ,FIN              ,8971
201608   ,NIC              ,5251
201608   ,FSM              ,245
201608   ,STP              ,177
201508   ,MOZ              ,2448
201508   ,BTN              ,767
201508   ,HTI              ,5192
201905   ,CYM              ,430
201704   ,KEN              ,15980
201703   ,POL              ,35981
201704   ,KGZ              ,4725
201604   ,IND              ,63459
201701   ,HTI              ,4530
201702   ,BHS              ,2892
201602   ,SYC              ,772
201701   ,GMB              ,20493
201702   ,COM              ,150
201602   ,NZL              ,20875
201701   ,PAN              ,6187
201701   ,PER              ,12047
201603   ,BOL              ,7633
201603   ,PHL              ,34366
201603   ,NAM              ,2801
201603   ,CRI              ,1488
201602   ,PLW              ,333
201705   ,ALB              ,14737
201706   ,ZMB              ,4799
201604   ,ASA              ,272
201606   ,AZE              ,17140
201606   ,BMU              ,1275
201606   ,HKG              ,782
201606   ,SEN              ,4845
201705   ,HUN              ,9473
201510   ,RUS              ,269377
201510   ,MHL              ,311
201609   ,LBY              ,20624
201510   ,SLE              ,1806
201609   ,MCO              ,4546
201510   ,GUY              ,3843
201609   ,PAN              ,6263
201609   ,VCT              ,1273
201609   ,TUN              ,7688
201509   ,JOR              ,25253
201509   ,IRL              ,30876
201509   ,SLV              ,2595
201509   ,AZE              ,13214
201509   ,ZWE              ,11063
201509   ,CAF              ,2073
201509   ,BHR              ,4996
201509   ,LBN              ,23426
201510   ,MLI              ,4498
201709   ,COL              ,28446
201512   ,HUN              ,8656
201512   ,KHM              ,5673
201512   ,NGA              ,61212
201601   ,IND              ,57036
201512   ,NMR              ,3813
201709   ,TTO              ,2504
201709   ,MDA              ,9075
201709   ,PLW              ,395
201512   ,EAF              ,123
201805   ,FRA              ,110158
201805   ,IRQ              ,26623
201805   ,BTN              ,859
201804   ,PRK              ,43759
201711   ,BGD              ,27322
201711   ,MAR              ,12304
201710   ,ARM              ,14337
201711   ,TWN              ,6631
201711   ,CMR              ,3293
201709   ,CAS              ,78
201804   ,AUT              ,12178
201804   ,BRB              ,1433
201801   ,TTO              ,2398
201712   ,DEU              ,65011
201712   ,IND              ,61373
201712   ,WSM              ,1299
201712   ,STP              ,197
201803   ,KOR              ,50200
201803   ,DMA              ,649
201803   ,CMR              ,3475
201803   ,RWA              ,5085
201802   ,MYS              ,15174
201802   ,LBY              ,8025
201710   ,SEN              ,4196
201710   ,CAF              ,1993
201601   ,GUY              ,3442
201601   ,HND              ,4208
201802   ,URY              ,2785
201506   ,USA              ,928888
201512   ,LCA              ,1175
201506   ,BRA              ,25634
201505   ,FRA              ,88520
201504   ,GBR              ,138985
201506   ,IDN              ,24602
201507   ,IRN              ,122808
201605   ,DZA              ,11111
201504   ,ALB              ,5032
201502   ,BRA              ,8786
201502   ,HTI              ,1602
201501   ,PHL              ,716
201507   ,KAZ              ,6141
201505   ,MNG              ,3623
201601   ,MOZ              ,2433
201501   ,SYR              ,1123
201508   ,AND              ,200
201508   ,VCT              ,841
201603   ,CAS              ,113
201512   ,WAF              ,426
201804   ,MLI              ,5792
201501   ,PSE              ,255
201703   ,PRI              ,1
201701   ,SCN              ,11
201606   ,MHL              ,298
201806   ,LBY              ,13438
201806   ,KOR              ,45522
201806   ,MLI              ,5295
201806   ,CAF              ,1280
201806   ,KNA              ,723
201607   ,LAM              ,45
201807   ,MDG              ,694
201807   ,TWN              ,7377
201807   ,BFA              ,1755
202006   ,SVK              ,403
202006   ,BLZ              ,102
202006   ,BRN              ,151
201906   ,NAM              ,2273
201809   ,CHL              ,13986
201809   ,CZE              ,7024
201809   ,HUN              ,11829
201809   ,TKM              ,1516
201808   ,IRQ              ,23194
201808   ,NGA              ,62627
201808   ,CMR              ,2572
201907   ,PRK              ,22525
201907   ,BTN              ,851
201907   ,DMA              ,326
201907   ,CPV              ,240
201812   ,HND              ,4814
201812   ,SLB              ,336
201811   ,MDG              ,1649
201810   ,AZE              ,9526
201810   ,TWN              ,8790
201906   ,PRT              ,7677
201811   ,MLT              ,4225
201901   ,ASA              ,286
201903   ,EGY              ,36744
201904   ,MAC              ,85
201902   ,LVA              ,3345
201911   ,HRV              ,6870
201911   ,BEL              ,13995
201911   ,PAN              ,2894
201911   ,TUN              ,3372
201911   ,FJI              ,1361
201903   ,NPL              ,6325
201912   ,DEU              ,61257
201912   ,ZMB              ,2705
