MonthYear,Actor1CountryCode,InnerEvents
202005   ,GBR              ,12853
202005   ,EUR              ,1845
202005   ,SAU              ,1522
202005   ,YEM              ,350
201905   ,MWI              ,711
201905   ,NPL              ,593
201704   ,SOM              ,1709
201704   ,CIV              ,211
201704   ,ZMB              ,656
201604   ,PAK              ,7591
201702   ,IRL              ,2832
201701   ,TJK              ,286
201511   ,FIN              ,668
201611   ,HTI              ,577
201511   ,RUS              ,29764
201612   ,KOR              ,2792
201708   ,HTI              ,354
201708   ,KHM              ,971
201708   ,PRT              ,522
201707   ,PNG              ,183
201708   ,NAM              ,324
201608   ,AFR              ,1696
201705   ,DEU              ,13547
201511   ,ATG              ,59
201610   ,BRB              ,135
201604   ,AGO              ,347
201610   ,MDV              ,202
201510   ,NZL              ,1859
201703   ,THA              ,1298
201703   ,GAB              ,90
201703   ,BHS              ,157
201703   ,MDV              ,209
201703   ,DJI              ,47
201703   ,SLB              ,46
201701   ,PSE              ,3432
201706   ,CHE              ,1279
201701   ,CUB              ,2274
201706   ,CAS              ,1
201709   ,NOR              ,715
201609   ,DEU              ,10264
201509   ,GBR              ,19675
201509   ,NIC              ,188
201707   ,ARG              ,1161
201607   ,HRV              ,832
201707   ,LAO              ,133
201705   ,JOR              ,1151
201612   ,NOR              ,892
201612   ,PNG              ,100
201510   ,TJK              ,398
201510   ,UKR              ,9449
201601   ,GRC              ,3078
201512   ,TCD              ,174
201705   ,FJI              ,453
201705   ,LBR              ,464
201805   ,PNG              ,129
201709   ,ARE              ,1018
201804   ,NZL              ,1383
201711   ,MYS              ,1972
201711   ,NGA              ,8699
201710   ,PRK              ,2648
201803   ,NOR              ,772
201509   ,TJK              ,585
201801   ,SLV              ,419
201801   ,STP              ,26
201712   ,DNK              ,769
201712   ,BRN              ,43
201712   ,PNG              ,128
201507   ,CAN              ,8727
201505   ,DZA              ,808
201504   ,ARM              ,2741
201504   ,RWA              ,493
201504   ,BOL              ,485
201511   ,BRN              ,75
201503   ,SLV              ,149
201602   ,JAM              ,606
201512   ,LBN              ,2550
201506   ,MKD              ,487
201503   ,MLT              ,273
201503   ,BOL              ,470
201504   ,UGA              ,761
201506   ,BWA              ,170
201605   ,IRQ              ,6816
201511   ,MCO              ,61
201507   ,KGZ              ,612
201503   ,MLI              ,734
201506   ,ZWE              ,1052
201511   ,TZA              ,474
201602   ,MDV              ,330
201501   ,TUR              ,104
201508   ,WSM              ,62
201612   ,COM              ,3
201802   ,MNG              ,42
201802   ,TKM              ,134
201605   ,MHL              ,25
201605   ,ASA              ,6
201804   ,DNK              ,988
201511   ,LAM              ,3
201710   ,ECU              ,539
201710   ,ATG              ,83
201710   ,BEN              ,73
201710   ,CZE              ,1185
201710   ,MNG              ,55
201506   ,LIE              ,6
201504   ,TUV              ,1
201711   ,COK              ,10
201606   ,BRB              ,112
201807   ,HND              ,323
201806   ,GBR              ,15460
201806   ,NGA              ,8642
201606   ,COK              ,15
201907   ,IRQ              ,1749
201811   ,UKR              ,12012
201811   ,GUY              ,185
201811   ,CHE              ,1134
201811   ,KHM              ,1079
201810   ,DNK              ,1110
201902   ,JAM              ,346
201902   ,SVK              ,446
201902   ,TZA              ,276
201909   ,SAU              ,5184
201809   ,PRK              ,2433
201908   ,RUS              ,14619
201903   ,JOR              ,1041
201903   ,BDI              ,218
201712   ,CRB              ,9
201607   ,UZB              ,144
201607   ,CMR              ,210
201607   ,GIN              ,194
201607   ,GNB              ,63
201701   ,MEA              ,2
201812   ,VCT              ,47
201812   ,AGO              ,223
201812   ,TUN              ,454
201812   ,NAM              ,213
201810   ,BLR              ,771
201810   ,GTM              ,647
201810   ,MDG              ,85
201809   ,PNG              ,144
201806   ,TUR              ,6326
201812   ,SYC              ,33
201901   ,CAF              ,46
201904   ,NZL              ,1951
201905   ,BFA              ,179
201904   ,GUY              ,245
201904   ,TMP              ,9
201911   ,BHR              ,190
201911   ,SLB              ,29
201911   ,QAT              ,420
201910   ,GTM              ,122
201911   ,MKD              ,553
201911   ,SOM              ,372
201910   ,TTO              ,131
201910   ,TJK              ,89
201911   ,TGO              ,44
201911   ,CAF              ,36
201906   ,ATG              ,92
201906   ,BOL              ,318
201906   ,GAB              ,107
202001   ,TKM              ,120
202002   ,CPV              ,5
202002   ,CHE              ,1489
202002   ,SRB              ,253
202002   ,IRQ              ,2221
201908   ,PSE              ,2302
201908   ,SWZ              ,18
201911   ,SYC              ,59
201908   ,AND              ,5
201808   ,TUR              ,7773
201808   ,TTO              ,312
201809   ,NER              ,125
201809   ,TZA              ,317
201910   ,GNB              ,44
201910   ,MHL              ,52
201902   ,WST              ,55
201607   ,FSM              ,2
201812   ,BRN              ,6
201603   ,MEA              ,1
201905   ,SMR              ,2
202003   ,BLZ              ,99
202003   ,BDI              ,67
202003   ,IRQ              ,2573
202003   ,YEM              ,385
202003   ,JAM              ,345
202003   ,MUS              ,106
202004   ,AFR              ,1492
202004   ,RUS              ,11823
202004   ,MLI              ,290
202004   ,YEM              ,527
202004   ,NRU              ,4
202005   ,DZA              ,393
202005   ,LVA              ,177
202005   ,MWI              ,336
201704   ,CHN              ,16722
201704   ,KAZ              ,580
201703   ,AFG              ,6491
201703   ,USA              ,195042
201703   ,HRV              ,1085
201703   ,IRN              ,4046
201702   ,KHM              ,1052
201702   ,PAN              ,451
201611   ,LKA              ,1256
201608   ,MYS              ,2418
201604   ,BLR              ,848
201703   ,ESP              ,4718
201703   ,GMB              ,450
201610   ,DMA              ,25
201609   ,PSE              ,3443
201510   ,MEX              ,4066
201703   ,LVA              ,435
201603   ,MMR              ,1007
201606   ,KHM              ,977
201606   ,BRA              ,3587
201606   ,CHN              ,15625
201606   ,ITA              ,5744
201706   ,SAS              ,22
201607   ,IRQ              ,6447
201608   ,TCD              ,205
201508   ,NLD              ,1230
201705   ,AUT              ,1011
201609   ,CZE              ,1216
201707   ,LVA              ,329
201707   ,GTM              ,332
201706   ,KIR              ,4
201705   ,KEN              ,1812
201512   ,CHN              ,12301
201612   ,MOZ              ,431
201607   ,SYR              ,10616
201805   ,ARM              ,2658
201805   ,AUS              ,8576
201805   ,IRL              ,3390
201805   ,KOR              ,4513
201805   ,TWN              ,779
201709   ,UKR              ,9419
201709   ,LBR              ,421
201804   ,UZB              ,354
201711   ,CHE              ,1828
201711   ,GMB              ,297
201711   ,SAF              ,91
201710   ,PHL              ,4735
201803   ,MEX              ,3839
201803   ,SYR              ,10417
201801   ,BMU              ,40
201801   ,GTM              ,252
201801   ,CPV              ,21
201803   ,LCA              ,22
201504   ,USA              ,154421
201506   ,EUR              ,2908
201512   ,ALB              ,663
201507   ,GAB              ,118
201508   ,GTM              ,727
201509   ,MOZ              ,768
201508   ,LVA              ,348
201501   ,RUS              ,227
201504   ,SGP              ,822
201504   ,PRK              ,553
201509   ,BHS              ,186
201503   ,PRY              ,176
201603   ,NIC              ,100
201502   ,KWT              ,236
201504   ,VCT              ,48
201711   ,COG              ,53
201603   ,GIN              ,173
201605   ,MUS              ,328
201511   ,MDG              ,42
201503   ,KNA              ,16
201507   ,URY              ,115
201603   ,SWZ              ,34
201803   ,STP              ,7
201602   ,CYM              ,24
201605   ,MCO              ,82
201508   ,KIR              ,36
201803   ,GNB              ,24
201503   ,SHN              ,1
201802   ,GUY              ,224
201802   ,WST              ,89
201804   ,VAT              ,59
201804   ,TZA              ,365
202006   ,USA              ,25812
201710   ,OMN              ,354
201710   ,BGR              ,1243
202006   ,HUN              ,73
201509   ,ROM              ,2
201807   ,FJI              ,455
201807   ,SLE              ,152
201907   ,BRB              ,98
201907   ,ISL              ,65
201907   ,ETH              ,712
201906   ,PRK              ,1403
201811   ,IND              ,4194
201811   ,SAU              ,10508
201811   ,JPN              ,5438
201811   ,WAF              ,4
201507   ,GEO              ,2
201902   ,AFG              ,8436
201901   ,JPN              ,4341
201901   ,ARE              ,1029
201901   ,IND              ,4325
201909   ,AUS              ,6095
201909   ,BTN              ,99
201909   ,BDI              ,101
201908   ,TWN              ,609
201812   ,USA              ,118568
201812   ,GRC              ,2002
201812   ,NPL              ,524
201810   ,CYP              ,332
201807   ,TMP              ,31
201807   ,HKG              ,1
201901   ,MYS              ,1669
201901   ,TJK              ,134
201901   ,TGO              ,31
201806   ,AIA              ,9
201806   ,DOM              ,118
201904   ,HRV              ,677
201904   ,LSO              ,62
201910   ,GRC              ,2038
201911   ,MNG              ,86
201910   ,UGA              ,761
201910   ,ZMB              ,240
201911   ,SWZ              ,17
201906   ,MYS              ,1495
201906   ,MMR              ,402
201906   ,KGZ              ,525
202001   ,MAR              ,450
202001   ,CZE              ,419
202001   ,PLW              ,9
202002   ,MEX              ,2947
202002   ,CMR              ,175
202002   ,CHL              ,362
201908   ,BDI              ,103
201704   ,SMR              ,6
201911   ,LAO              ,71
201911   ,MRT              ,71
201808   ,AFR              ,1737
201808   ,LVA              ,270
201808   ,BWA              ,127
201912   ,KHM              ,406
201606   ,BFA              ,176
201912   ,BEN              ,82
201912   ,UGA              ,642
201908   ,MAC              ,4
201903   ,HND              ,256
202003   ,LVA              ,269
201903   ,GBR              ,21706
201904   ,JPN              ,4989
202004   ,NZL              ,1560
202004   ,COK              ,9
201904   ,ETH              ,986
202005   ,IDN              ,2666
202005   ,AFR              ,1158
201905   ,USA              ,146029
202005   ,PRK              ,604
202005   ,SEN              ,142
